query,url,title,snippet,text_sample,position,relevant,click
Quale ghiacciaio si sta sciogliendosi in modo preoccupante,http://www.blueplanetheart.it/2018/10/ghiacciai-artici-russi-della-novaya-zemlya-sciogliendosi-stanno-rilasciando-radioattivita/,I ghiacciai artici russi della Novaya Zemlya ...,"I ghiacciai artici russi della Novaya Zemlya, sciogliendosi, stanno rilasciando radioattività Terrificanti rapporti russi sulle conseguenze del riscaldamento climatico nell’Artico nella regione della Novaya Zemlya, sito di esperimenti atomici russi e depositi di scorie nucleari www.greenreport.it Secondo il giornale norvegese Barents Observer una spedizione scientifica russa in Novaya ...","I ghiacciai artici russi della Novaya Zemlya .... I ghiacciai artici russi della Novaya Zemlya, sciogliendosi, stanno rilasciando radioattività Terrificanti rapporti russi sulle conseguenze del riscaldamento climatico nell’Artico nella regione della Novaya Zemlya, sito di esperimenti atomici russi e depositi di scorie nucleari www.greenreport.it Secondo il giornale norvegese Barents Observer una spedizione scientifica russa in Novaya ...",2,NR,NC
Quale ghiacciaio si sta sciogliendosi in modo preoccupante,https://theworldnews.net/it-news/radar-ghiacciaio-planpincieux-scivola-decine-centimetri-al-giorno,"Radar, ghiacciaio Planpincieux scivola decine centimetri ...","La situazione del ghiacciaio del Monte Bianco ""la stiamo seguendo insieme alla regione ma l'elemento è simbolico; si tratta di un problema che riguarda i ghiacciai. C'è una situazione preoccupante dei ghiacciai che ci parla di un'emergenza climatica"".","Radar, ghiacciaio Planpincieux scivola decine centimetri .... La situazione del ghiacciaio del Monte Bianco ""la stiamo seguendo insieme alla regione ma l'elemento è simbolico; si tratta di un problema che riguarda i ghiacciai. C'è una situazione preoccupante dei ghiacciai che ci parla di un'emergenza climatica"".",3,NR,NC
Quale ghiacciaio si sta sciogliendosi in modo preoccupante,https://www.marcobonatti.it/contenuti/scienza/ghiacciai.php,"I ghiacciai, entità in continuo divenire - marcobonatti.it","Dare una definizione di ""ghiacciaio"" non è difficile. A elevate latitudini o altitudini si può innescare un processo per il quale la neve caduta durante l'inverno permane per tutta l'estate seguente, sciogliendosi solo in parte. Ecco dunque che inizia un accumulo che, se si protrae per un tempo sufficiente, dà vita al ghiacciaio.","I ghiacciai, entità in continuo divenire - marcobonatti.it. Dare una definizione di ""ghiacciaio"" non è difficile. A elevate latitudini o altitudini si può innescare un processo per il quale la neve caduta durante l'inverno permane per tutta l'estate seguente, sciogliendosi solo in parte. Ecco dunque che inizia un accumulo che, se si protrae per un tempo sufficiente, dà vita al ghiacciaio.",4,NR,NC
Quale ghiacciaio si sta sciogliendosi in modo preoccupante,https://www.lettoquotidiano.it/islanda-perde-ghiacciaio-okjokull/21243/,"L'Islanda perde il ghiacciao Okjokull, era tra i più ...","L’Islanda e il “funerale” del 18 Agosto per il ghiacciaio Okjokull. Addirittura, pare che non rientri nemmeno più nella categoria di ghiacciaio. Tanto che, l’Islanda, ha scelto di onorare l’antica struttura naturale tra le più belle in passato con un memoriale, sperando che in futuro si preservino maggiormente questi giganti naturali.","L'Islanda perde il ghiacciao Okjokull, era tra i più .... L’Islanda e il “funerale” del 18 Agosto per il ghiacciaio Okjokull. Addirittura, pare che non rientri nemmeno più nella categoria di ghiacciaio. Tanto che, l’Islanda, ha scelto di onorare l’antica struttura naturale tra le più belle in passato con un memoriale, sperando che in futuro si preservino maggiormente questi giganti naturali.",5,NR,NC
Quale ghiacciaio si sta sciogliendosi in modo preoccupante,https://heidi-ilsegretocredere.blogspot.com/2008/04/sos-il-ghiaccio-si-sta-sciogliendo.html,Il Blog di..... Heidi: S.O.S. il ghiaccio si sta sciogliendo,"Conscio di andare incontro allo scetticismo delle persone ma forte delle sue ricerche nel campo e di vent'anni di esperienza (già nel 1992 aveva pubblicato il libro Earth in the Balance: Ecology and the Human Spirit sul quale si basa la sua attuale ""predicazione"") Gore espone una serie di dati scientifici inattaccabili, tabulati, previsioni ...","Il Blog di..... Heidi: S.O.S. il ghiaccio si sta sciogliendo. Conscio di andare incontro allo scetticismo delle persone ma forte delle sue ricerche nel campo e di vent'anni di esperienza (già nel 1992 aveva pubblicato il libro Earth in the Balance: Ecology and the Human Spirit sul quale si basa la sua attuale ""predicazione"") Gore espone una serie di dati scientifici inattaccabili, tabulati, previsioni ...",6,NR,NC
Quale ghiacciaio si sta sciogliendosi in modo preoccupante,https://ilclimacambianoicambiamo.wordpress.com/2010/10/04/crisi-del-kilimangiaro/,"Crisi del Kilimangiaro | Il clima cambia, noi cambiamo","""Stando ad uno studio dell'Università di Portsmouth, i ghiacci della vetta del Continente Africano starebbero sciogliendosi in modo preoccupante e la riduzione massiccia della loro estensione troverebbe fra le cause principali anche quella della deforestazione selvaggia. Lo scioglimento del manto nevoso dei ghiacciai del Kilimangiaro, il monte più alto (5895 metri) del Continente Africano e…","Crisi del Kilimangiaro | Il clima cambia, noi cambiamo. ""Stando ad uno studio dell'Università di Portsmouth, i ghiacci della vetta del Continente Africano starebbero sciogliendosi in modo preoccupante e la riduzione massiccia della loro estensione troverebbe fra le cause principali anche quella della deforestazione selvaggia. Lo scioglimento del manto nevoso dei ghiacciai del Kilimangiaro, il monte più alto (5895 metri) del Continente Africano e…",7,NR,NC
Quale ghiacciaio si sta sciogliendosi in modo preoccupante,https://www.ideegreen.it/scioglimento-ghiacciai-cause-conseguenze-69878.html,Scioglimento dei ghiacciai: cause e conseguenze - Idee Green,"Scioglimento dei ghiacciai, l’evidenza che il sistema di raffreddamento della Terra “si sta rompendo”.Non siamo, però, a casa nostra, non possiamo chiamare un tecnico o maledirlo perché ce l’ha montato male. I tecnici siamo noi, tutti noi, complici del riscaldamento globale.Ma anche protagonisti di un colpo di reni che può cambiare le prospettive future.","Scioglimento dei ghiacciai: cause e conseguenze - Idee Green. Scioglimento dei ghiacciai, l’evidenza che il sistema di raffreddamento della Terra “si sta rompendo”.Non siamo, però, a casa nostra, non possiamo chiamare un tecnico o maledirlo perché ce l’ha montato male. I tecnici siamo noi, tutti noi, complici del riscaldamento globale.Ma anche protagonisti di un colpo di reni che può cambiare le prospettive future.",8,NR,NC
Quale ghiacciaio si sta sciogliendosi in modo preoccupante,https://www.tvsvizzera.it/tvs/anche-i-ghiacciai-soffrono-il-caldo/3447262,Anche i ghiacciai soffrono il caldo - tvsvizzera.it,"Le temperature eccezionali registrate nelle ultime settimane stanno facendo sciogliere il ghiaccio fino a 4000 metri d'altezza, accelerando un fenomeno che si sta registrando da qualche anno a questa parte. Conseguenza: i ghiacciai si ritirano, diventano sempre più piccoli e l'ambiente circostante si modifica.","Anche i ghiacciai soffrono il caldo - tvsvizzera.it. Le temperature eccezionali registrate nelle ultime settimane stanno facendo sciogliere il ghiaccio fino a 4000 metri d'altezza, accelerando un fenomeno che si sta registrando da qualche anno a questa parte. Conseguenza: i ghiacciai si ritirano, diventano sempre più piccoli e l'ambiente circostante si modifica.",9,NR,NC
Quale ghiacciaio si sta sciogliendosi in modo preoccupante,https://www.supereva.it/londra-e-new-york-sommerse-tra-poche-decine-di-anni-lallarme-degli-scienziati-26003,Londra e New York sommerse tra poche decine di anni. L ...,"L’enorme ghiacciaio di Pine Island si starebbe infatti staccando dall’Antartide e, sciogliendosi e provocando una serie di successivi disastri ambientali, potrebbe causare l’inondazione delle coste dei continenti, allagando numerose città come New York, Londra e Sydney.","Londra e New York sommerse tra poche decine di anni. L .... L’enorme ghiacciaio di Pine Island si starebbe infatti staccando dall’Antartide e, sciogliendosi e provocando una serie di successivi disastri ambientali, potrebbe causare l’inondazione delle coste dei continenti, allagando numerose città come New York, Londra e Sydney.",10,NR,NC
Le regole per tenere le spiagge pulite ,https://www.nonsprecare.it/regole-mantenere-spiaggia-pulita-vademecum,Regole per mantenere la spiaggia pulita - Non Sprecare,Regole per mantenere la spiaggia pulita - Le spiagge sono un bene comune e sporcarle è un gesto irrispettoso e ingiustificabile: ecco come mantenerle pulite.,Regole per mantenere la spiaggia pulita - Non Sprecare. Regole per mantenere la spiaggia pulita - Le spiagge sono un bene comune e sporcarle è un gesto irrispettoso e ingiustificabile: ecco come mantenerle pulite.,1,NR,NC
Le regole per tenere le spiagge pulite ,https://www.105.net/gallery/tutto-news/249890/10-consigli-per-mantenere-le-spiagge-pulite.html,10 consigli per mantenere le spiagge pulite - 105.net,Canale 105 > News > Tutto News; tutto news. 03 Luglio 2018. 10 consigli per mantenere le spiagge pulite Per tutelare l’ambiente che ci circonda basta poco. Come non lasciare in giro la plastica ...,10 consigli per mantenere le spiagge pulite - 105.net. Canale 105 > News > Tutto News; tutto news. 03 Luglio 2018. 10 consigli per mantenere le spiagge pulite Per tutelare l’ambiente che ci circonda basta poco. Come non lasciare in giro la plastica ...,2,R,C
Le regole per tenere le spiagge pulite ,https://www.vivalowcost.com/ecologia-a-ambiente/274-spiagge-pulite-le-10-regole-doro-delleco-bagnante.html,Spiagge pulite: le 10 regole d'oro dell'eco bagnante,Ecco le 10 regole dell'eco bagnante stilate da Legambiente. Piccoli gesti importanti. Decalogo dell’eco-bagnante per sollecitare comportamenti più responsabili da parte di tutti i cittadini che vanno al mare. 1. Non usate le spiagge come depositi di rifiuti. 2. Non gettate sacchetti di plastica né in mare né sulla spiaggia.,Spiagge pulite: le 10 regole d'oro dell'eco bagnante. Ecco le 10 regole dell'eco bagnante stilate da Legambiente. Piccoli gesti importanti. Decalogo dell’eco-bagnante per sollecitare comportamenti più responsabili da parte di tutti i cittadini che vanno al mare. 1. Non usate le spiagge come depositi di rifiuti. 2. Non gettate sacchetti di plastica né in mare né sulla spiaggia.,3,NR,NC
Le regole per tenere le spiagge pulite ,https://www.ecoo.it/articolo/spiagge-italiane-ecco-le-regole-per-trattarle-bene/21287/,Spiagge italiane: ecco le regole per trattarle bene | Ecoo,"Spiagge italiane: ecco le regole per trattarle bene. Diverse associazioni ambientaliste si sono impegnate nel mettere a punto uno specifico decalogo per le spiagge pulite, in vista di un impatto ambientale minore sull’ecosistema marino","Spiagge italiane: ecco le regole per trattarle bene | Ecoo. Spiagge italiane: ecco le regole per trattarle bene. Diverse associazioni ambientaliste si sono impegnate nel mettere a punto uno specifico decalogo per le spiagge pulite, in vista di un impatto ambientale minore sull’ecosistema marino",4,NR,NC
Le regole per tenere le spiagge pulite ,https://www.laleggepertutti.it/25788_spiagge-e-stabilimenti-balneari-le-nuove-regole,Spiagge e stabilimenti balneari: le nuove regole,"Sulle spiagge italiane soffia il vento del cambiamento.. È in atto (oltre che quasi in dirittura di arrivo) la riforma in tema di concessioni di spiagge e stabilimenti balneari.Le nuove regole si sono rese necessarie al fine di rendere conforme la normativa italiana in tema di concessioni del demanio marittimo ai principi di derivazione comunitaria. Ci si riferisce, in particolare, alla nota ...","Spiagge e stabilimenti balneari: le nuove regole. Sulle spiagge italiane soffia il vento del cambiamento.. È in atto (oltre che quasi in dirittura di arrivo) la riforma in tema di concessioni di spiagge e stabilimenti balneari.Le nuove regole si sono rese necessarie al fine di rendere conforme la normativa italiana in tema di concessioni del demanio marittimo ai principi di derivazione comunitaria. Ci si riferisce, in particolare, alla nota ...",5,R,C
Le regole per tenere le spiagge pulite ,https://tg24.sky.it/cronaca/2019/06/22/cani-spiaggia-regole.html,"Cani in spiaggia, diritti e doveri: le regole per l'estate ...","Con l’arrivo dell’estate si riapre il dibattito sulla possibilità o meno di portare i propri cani sulle spiagge. Le regole fra cui districarsi sono moltissime, cambiano di regione in regione ...","Cani in spiaggia, diritti e doveri: le regole per l'estate .... Con l’arrivo dell’estate si riapre il dibattito sulla possibilità o meno di portare i propri cani sulle spiagge. Le regole fra cui districarsi sono moltissime, cambiano di regione in regione ...",6,NR,NC
Le regole per tenere le spiagge pulite ,http://www.telefonoblu.it/spiaggia_regole.htm,Regole in spiaggia e bon ton del turista balneare,"Regole in spiaggia e bon ton del turista balneare. Al di là di improbabili graduatorie - sostiene Telefono Blu, l'organismo di tutela dei turisti e del turismo - la verità è che anche quest'anno le spiagge italiane saranno le più affollate ed il gradimento alto.","Regole in spiaggia e bon ton del turista balneare. Regole in spiaggia e bon ton del turista balneare. Al di là di improbabili graduatorie - sostiene Telefono Blu, l'organismo di tutela dei turisti e del turismo - la verità è che anche quest'anno le spiagge italiane saranno le più affollate ed il gradimento alto.",7,NR,NC
